순위,단어,품사,등급,카테고리
6113,외침01,명,C,기타
8482,외할머니,명,B,기타
14690,외할아버지,명,C,기타
7860,왼발,명,B,기타
6649,왼손,명,B,기타
1822,왼쪽,명,A,기타
7079,요03,관,C,기타
979,요구03,명,C,기타
3366,요구되다,동,C,기타
668,요구하다,동,B,기타
2288,요금01,명,B,기타
1604,요리05,명,A,음식
6848,요리사,명,C,음식
14695,요리하다02,동,A,음식
3649,요새01,명,B,기타
4821,요약하다02,동,C,기타
7586,요일,명,A,직업 및 활동
2603,요즈음,명,A,기타
399,요즘,명,A,기타
3011,요청,명,B,기타
2556,요청하다,동,C,기타
3323,욕02,명,C,기타
7587,욕실,명,B,기타
2973,욕심,명,B,기타
9719,욕하다,동,C,기타
5132,용09,명,C,기타
7588,용감하다,형,C,기타
1909,용기02,명,C,기타
5258,용기03,명,C,기타
3829,용도02,명,C,기타
2289,용돈,명,B,사물
8173,용서01,명,C,기타
4368,용서하다,동,C,기타
1898,용어02,명,C,기타
1631,우려01,명,C,기타
13,우리03,대,A,기타
181,우리나라,명,A,장소
2716,우리말,명,B,기타
1632,우산01,명,A,자연 및 환경
430,우선02,부,B,기타
4924,우수하다02,형,B,기타
3706,우습다,형,C,기타
2974,우승05,명,B,기타
8874,우승하다,동,B,기타
5654,우아하다,형,C,기타
2935,우연히,부,B,기타
5790,우울하다,형,B,기타
2065,우유02,명,A,기타
4369,우정02,명,C,기타
578,우주02,명,C,기타
5791,우체국,명,A,기타
8177,우편04,명,C,기타
12746,우표,명,B,기타
3012,운06,명,B,기타
123,운동02,명,A,직업 및 활동
19150,운동복,명,B,직업 및 활동
2534,운동장,명,A,직업 및 활동
4822,운동하다,동,A,직업 및 활동
9285,운동화,명,A,감정 및 상태
1871,운명01,명,C,기타
8875,운반02,명,C,기타
2086,운영하다,동,C,기타
3707,운전02,명,A,기타
7592,운전기사,명,B,기타
2580,운전사,명,C,기타
4720,운전자,명,B,기타
7864,운전하다,동,A,기타
5133,운행02,명,C,기타
596,울다01,동,A,기타
1559,울리다01,동,B,기타
5793,울리다02,동,C,기타
,울산,고,B,자연 및 환경
3197,울음,명,B,기타
4542,울음소리,명,C,기타
491,움직이다,동,B,기타
1099,움직임,명,C,기타
3246,웃기다,동,B,기타
324,웃다,동,A,기타
8877,웃어른,명,B,기타
909,웃음,명,B,기타
7082,웃음소리,명,C,기타
2322,워낙,부,C,기타
74,원01,의,A,기타
6851,원02,감,C,기타
5528,원12,명,C,기타
3127,원고03,명,C,기타
1173,원래01,명,B,기타
6852,원서05,명,C,기타
7321,원숭이,명,B,기타
656,원인02,명,C,기타
3324,원장07,명,C,기타
10182,원피스,명,B,기타
903,원하다02,동,B,기타
6854,월02,의,A,기타
3541,월급,명,B,기타
6279,월드컵,명,B,기타
15942,월세,명,C,기타
4823,월요일,명,A,직업 및 활동
5259,웨이터,명,B,기타
3047,웬01,관,C,기타
5042,웬만하다,형,C,기타
3428,웬일,명,B,직업 및 활동
122,위01,명,A,기타
1233,위05,의,C,기타
7868,위06,명,C,기타
1421,위기01,명,C,기타
1952,위대하다01,형,C,기타
6463,위로02,명,C,기타
4632,위로하다,동,C,기타
2182,위반03,명,B,기타
5953,위반하다02,동,C,기타
7323,위법01,명,C,문화 및 사회
4824,위성06,명,C,기타
9724,위아래,명,B,기타
1211,위원01,명,C,기타
1690,위원장,명,C,기타
2290,위주,명,C,기타
7086,위쪽,명,B,기타
15946,위층,명,B,기타
895,위치01,명,B,기타
2420,위치하다,동,B,기타
33,위하다01,동,B,기타
1744,위험,명,A,기타
7594,위험성,명,C,기타
2141,위험하다,형,A,기타
2691,위협,명,C,기타
5954,윗몸,명,C,기타
10184,윗사람,명,C,기타
2717,유교02,명,B,기타
2604,유난히,부,B,기타
8489,유능하다,형,C,기타
,유럽,고,B,기타
3247,유리10,명,B,기타
4721,유리창01,명,B,기타
3292,유리하다01,형,C,기타
6281,유머,명,C,기타
4926,유명01,명,B,기타
1605,유명하다01,형,A,기타
3325,유물04,명,C,기타
5260,유발하다,동,C,기타
3488,유사하다03,형,C,기타
5388,유산07,명,C,자연 및 환경
1080,유월01,명,A,기타
4451,유의하다02,동,C,기타
3881,유적08,명,C,기타
8493,유적지,명,C,기타
5261,유지되다,동,C,기타
805,유지하다02,동,C,기타
3489,유치원,명,B,기타
2838,유학04,명,B,기타
4452,유학06,명,B,기타
6655,유학생01,명,B,사람 및 관계
3542,유행02,명,B,기타
5043,유행하다01,동,B,기타
4929,유형07,명,C,기타
17406,육02,수,A,기타
4371,육군02,명,C,기타
5796,육상02,명,C,기타
28580,육십,수,A,기타
2164,육체03,명,C,기타
7325,육체적,명,C,기타
4930,으레01,부,C,기타
5045,으응,감,B,기타
6656,은04,명,C,기타
5956,은은하다02,형,C,기타
599,은행02,명,A,기타
5530,은행나무,명,C,자연 및 환경
1487,음01,감,B,기타
7327,음력02,명,C,기타
2291,음료,명,B,음식
7093,음료수,명,B,음식
9730,음반,명,C,기타
3367,음성02,명,C,기타
395,음식,명,A,기타
3944,음식물02,명,C,기타
4372,음식점,명,C,기타
586,음악01,명,A,문화 및 사회
8499,음악가,명,B,문화 및 사회
5797,음주,명,C,기타
1110,응01,감,B,기타
8500,응답하다,동,C,기타
726,의견01,명,B,기타
9732,의논,명,C,기타
4373,의논하다,동,C,기타
1702,의도02,명,C,기타
5391,의도적,명,C,기타
6284,의류,명,C,기타
2605,의무01,명,C,기타
1995,의문02,명,C,기타
228,의미02,명,B,기타
1394,의미하다02,동,B,기타
1980,의복01,명,C,기타
2241,의사02,명,C,직업 및 활동
1295,의사12,명,A,직업 및 활동
374,의식03,명,C,기타
3431,의식04,명,C,기타
1847,의식하다02,동,C,기타
3830,의심03,명,C,기타
2872,의심하다,동,B,기타
4826,의외로,부,C,기타
3490,의욕,명,C,기타
492,의원05,명,C,기타
2292,의자03,명,A,사물
2254,의존하다,동,C,기타
1014,의지06,명,C,기타
3432,의지하다,동,C,기타
110,의하다01,동,B,기타
2777,의학02,명,C,기타
2692,이03,명,A,기타
1064,이04,의,C,기타
30,이05,대,A,기타
14,이05,관,A,기타
9733,이09,수,A,기타
4633,이같이,부,C,기타
314,이거01,대,A,기타
170,이것,대,A,기타
5656,이것저것,명,B,기타
624,이곳,대,A,기타
9294,이곳저곳,명,B,기타
1111,이기다01,동,B,기타
1265,이끌다,동,C,기타
618,이날,명,B,기타
3544,이내03,부,C,기타
4093,이내05,명,C,기타
1365,이념,명,C,기타
4543,이놈01,대,C,기타
9296,이다음,명,C,기타
3199,이달01,명,C,기타
5135,이대로,부,C,기타
806,이데올로기,명,C,기타
2366,이동03,명,B,기타
3831,이동하다,동,C,기타
13671,이따가,부,B,기타
5392,이따금,부,C,기타
548,이때,명,A,기타
1395,이래03,의,C,기타
9734,이래서,불,C,기타
1797,이러다,동,C,기타
113,이러하다,형,B,기타
83,이런01,관,A,기타
3767,이런저런,관,C,기타
,이렇게,불,B,기타
105,이렇다,형,A,기타
4544,이력서,명,C,기타
6861,이론적,명,C,기타
8503,이롭다02,형,C,기타
322,이루다01,동,B,기타
359,이루어지다,동,B,기타
2421,이룩하다,동,C,기타
1928,이뤄지다,동,B,기타
320,이르다01,동,B,기타
2839,이르다02,동,C,기타
2557,이르다03,형,B,기타
241,이름,명,A,기타
3545,이리04,부,B,기타
4094,이리저리02,부,C,기타
2476,이마01,명,B,기타
4827,이모02,명,B,기타
232,이미01,부,B,기타
1100,이미지,명,B,기타
10193,이민03,명,C,기타
9738,이발소,명,B,기타
172,이번01,명,A,기타
5798,이별,명,C,기타
8505,이분01,대,A,기타
2718,이불01,명,B,기타
6117,이빨,명,B,기타
1953,이사14,명,B,기타
4009,이사장,명,C,기타
8189,이사하다01,동,B,기타
194,이상05,명,B,기타
2694,이상09,명,B,기타
2117,이상12,명,B,기타
3650,이상적01,명,C,기타
732,이상하다,형,B,기타
2719,이성08,명,B,기타
10194,이성10,명,C,기타
5657,이슬,명,C,기타
51771,이십,수,A,기타
197,이야기,명,A,기타
539,이야기하다,동,A,사람 및 관계
1764,이어01,부,C,기타
5046,이어서,부,C,기타
970,이어지다,동,C,기타
1438,이외01,명,B,기타
1642,이용01,명,B,기타
2806,이용되다,동,B,기타
6465,이용자,명,C,기타
305,이용하다01,동,B,기타
951,이웃,명,B,사람 및 관계
5532,이웃집,명,B,사람 및 관계
1783,이월01,명,A,기타
249,이유04,명,B,기타
3368,이윽고,부,C,기타
1412,이익02,명,B,기타
4010,이자05,명,C,기타
869,이전03,명,B,기타
370,이제01,명,A,기타
210,이제01,부,A,기타
6864,이제야,부,C,기타
4296,이중03,명,C,기타
1885,이쪽02,대,A,기타
2807,이튿날,명,B,기타
2422,이틀01,명,B,기타
1965,이하02,명,B,기타
6118,이해03,명,C,기타
930,이해06,명,B,기타
5958,이해관계,명,C,기타
4453,이해되다,동,C,기타
515,이해하다02,동,A,기타
7339,이혼03,명,B,기타
10196,이혼하다,동,B,기타
270,이후02,명,B,기타
2975,익다01,동,B,기타
7599,익다02,형,C,기타
3708,익숙하다,형,B,기타
4011,익숙해지다,동,B,기타
5959,익히다01,동,C,기타
1899,익히다02,동,C,기타
2873,인02,명,C,기타
102,인간01,명,B,기타
5658,인간관계,명,C,기타
5136,인간성,명,C,기타
4095,인간적,명,C,기타
2663,인격,명,C,기타
4149,인공01,명,C,기타
1302,인구01,명,B,기타
3491,인근,명,C,기타
849,인기01,명,B,기타
10731,인도02,명,C,기타
828,인류01,명,C,기타
706,인물,명,C,기타
4374,인분80,의,B,기타
1488,인사01,명,A,사람 및 관계
1204,인사02,명,A,사람 및 관계
1244,인사03,명,C,사람 및 관계
8893,인사말,명,B,사람 및 관계
4096,인사하다,동,A,사람 및 관계
8512,인삼,명,B,기타
15996,인삼차,명,B,기타
8513,인상01,명,B,기타
2066,인상03,명,C,기타
2451,인상06,명,B,기타
5138,인상적,명,C,기타
880,인생01,명,B,기타
7102,인쇄,명,C,기타
1668,인식하다,동,C,기타
2367,인연03,명,C,기타
4298,인원,명,B,기타
5800,인재02,명,C,기타
4545,인정되다,동,C,기타
4299,인정받다,동,C,기타
870,인정하다,동,C,기타
10198,인제01,명,C,기타
1594,인제01,부,B,기타
5801,인종01,명,C,기타
,인천,고,A,기타
,인천공항,고,B,기타
3200,인체,명,C,기타
2452,인터넷,명,B,기타
4300,인터뷰,명,B,기타
4454,인하01,명,C,기타
731,인하다01,동,C,기타
4636,인형01,명,B,기타
29,일01,명,A,직업 및 활동
7600,일05,수,A,직업 및 활동
41,일07,의,A,직업 및 활동
17461,일곱,수,A,직업 및 활동
7883,일기11,명,B,직업 및 활동
3433,일기12,명,B,직업 및 활동
681,일단01,부,C,직업 및 활동
5960,일대01,관,C,직업 및 활동
8191,일등,명,B,직업 및 활동
696,일반02,명,B,직업 및 활동
3493,일반인,명,C,직업 및 활동
1324,일반적,명,B,직업 및 활동
,일본,고,A,직업 및 활동
12030,일본어,명,A,직업 및 활동
398,일부02,명,B,직업 및 활동
2392,일부러,부,C,직업 및 활동
2720,일상04,명,B,직업 및 활동
3014,일상생활,명,B,직업 및 활동
4933,일상적,명,C,직업 및 활동
3883,일생01,명,C,직업 및 활동
6122,일손,명,C,직업 및 활동
5802,일시적,명,C,직업 및 활동
52043,일식04,명,C,직업 및 활동
3652,일쑤,명,C,직업 및 활동
216,일어나다,동,A,직업 및 활동
1798,일어서다,동,C,직업 및 활동
1784,일요일,명,A,직업 및 활동
1725,일월01,명,A,직업 및 활동
680,일으키다,동,B,직업 및 활동
4934,일일이02,부,C,직업 및 활동
3709,일자05,명,C,직업 및 활동
7884,일자리,명,C,직업 및 활동
3083,일정03,명,B,직업 및 활동
1360,일정하다,형,C,직업 및 활동
2118,일종03,명,C,직업 및 활동
1456,일주일,명,A,직업 및 활동
1186,일찍,부,A,직업 및 활동
3160,일찍이,부,C,직업 및 활동
3653,일체01,명,C,직업 및 활동
4638,일치01,명,C,직업 및 활동
2558,일치하다,동,C,직업 및 활동
661,일하다,동,A,직업 및 활동
2368,일행01,명,C,직업 및 활동
7343,일회용,명,B,직업 및 활동
9305,일회용품,명,B,직업 및 활동
13695,일흔,수,A,직업 및 활동
209,읽다,동,A,동작
9306,읽히다01,동,B,기타
756,잃다,동,A,기타
2606,잃어버리다,동,A,기타
4097,임금01,명,C,기타
1048,임금03,명,B,기타
3769,임무01,명,C,기타
2808,임시02,명,B,기타
1549,임신02,명,B,기타
5393,임신부,명,C,기타
6871,임신하다,동,C,기타
338,입,명,A,기타
2165,입구02,명,B,기타
14774,입국02,명,C,기타
354,입다01,동,A,기타
4725,입대01,명,C,기타
5961,입력,명,C,기타
6468,입력하다,동,C,기타
4229,입맛,명,C,음식
8518,입사04,명,C,기타
10204,입사하다04,동,C,기타
1679,입술,명,B,기타
1106,입시04,명,C,기타
6293,입원01,명,B,기타
6872,입원하다01,동,B,기타
450,입장04,명,C,기타
2012,입학,명,B,기타
4302,입학하다,동,B,기타
3884,입히다,동,C,기타
737,잇다01,동,C,기타
2874,잇따르다,동,C,기타
888,있다01,동,A,기타
3,있다01,보,A,기타
4,있다01,형,A,기타
931,잊다01,동,A,기타
2905,잊어버리다,동,A,기타
6294,잊혀지다,동,C,기타
1680,잎01,명,A,기타
8520,자01,명,C,기타
1277,자04,감,B,기타
1669,자14,명,C,기타
871,자18,의,C,기타
5264,자가용,명,B,기타
2204,자격04,명,B,기타
6470,자격증,명,C,기타
2936,자극01,명,C,기타
3832,자극하다,동,C,기타
126,자기04,대,B,기타
427,자기04,명,B,기타
1385,자꾸01,부,B,기타
3654,자꾸만,부,B,기타
1606,자네01,대,C,기타
1523,자녀01,명,C,기타
541,자다01,동,A,동작
2721,자동01,명,B,기타
796,자동차,명,A,기타
5139,자라나다,동,B,기타
767,자라다01,동,B,기타
4303,자랑01,명,C,기타
2581,자랑스럽다,형,B,기타
2875,자랑하다01,동,B,기타
509,자료03,명,B,기타
1166,자르다01,동,B,기타
229,자리01,명,A,기타
6664,자리02,명,C,기타
7890,자매03,명,C,기타
5535,자부심,명,C,기타
4828,자살01,명,C,기타
9748,자살하다01,동,C,기타
630,자세02,명,C,기타
4013,자세하다01,형,C,기타
2255,자세히,부,B,기타
504,자식01,명,B,기타
72,자신01,명,B,기타
2143,자신02,명,B,기타
3946,자신감,명,C,기타
348,자연01,명,B,기타
924,자연스럽다,형,B,기타
9749,자연적,명,C,기타
5962,자연현상,명,C,기타
3293,자연환경,명,C,자연 및 환경
3770,자연히,부,C,기타
1457,자원04,명,C,기타
757,자유03,명,B,기타
1278,자유롭다,형,B,기타
3161,자율,명,C,기타
5048,자장면,명,A,기타
1224,자전거,명,A,기타
5049,자정01,명,C,기타
3015,자존심,명,C,기타
674,자주01,부,A,시간 및 빈도
286,자체02,명,B,기타
6876,자취01,명,C,기타
2876,자판01,명,C,기타
8904,자판기,명,B,기타
565,작가01,명,B,기타
1040,작년,명,A,기타
259,작다01,형,A,기타
4456,작성01,명,C,기타
3494,작성하다,동,C,기타
8198,작아지다,동,B,기타
424,작업01,명,C,기타
1081,작용01,명,C,기타
1560,작용하다01,동,C,기타
52406,작은딸,명,C,기타
19302,작은아들,명,C,기타
12048,작은아버지,명,C,기타
21595,작은어머니,명,C,기타
262,작품01,명,C,기타
884,잔03,명,A,기타
7107,잔디,명,C,기타
7353,잔디밭,명,C,기타
2166,잔뜩,부,B,기타
3710,잔치01,명,B,기타
68,잘02,부,A,기타
4099,잘나다,형,C,기타
1402,잘되다,동,B,기타
4457,잘리다01,동,C,기타
1775,잘못,부,B,기타
1371,잘못,명,B,기타
1541,잘못되다,동,B,기타
1861,잘못하다,동,B,기타
6295,잘살다,동,B,기타
6668,잘생기다,형,B,기타
479,잘하다,동,A,기타
640,잠01,명,A,기타
6877,잠그다01,동,C,기타
2696,잠기다02,동,C,기타
2607,잠깐,부,A,기타
2582,잠깐,명,A,기타
2608,잠들다,동,B,기타
6126,잠바,명,C,기타
6127,잠수함02,명,C,기타
2144,잠시,명,B,기타
722,잠시,부,A,기타
12049,잠옷,명,B,사물
4547,잠자다,동,A,동작
4151,잠자리01,명,C,기타
19306,잠자리02,명,C,기타
202,잡다01,동,A,기타
9317,잡수다,동,C,기타
6878,잡수시다,동,A,기타
5266,잡아당기다,동,C,기타
3885,잡아먹다,동,C,음식
1862,잡지,명,A,기타
1550,잡히다02,동,B,기타
925,장22,의,A,기타
2664,장25,명,B,기타
6296,장가01,명,B,기타
12051,장갑01,명,B,기타
556,장관02,명,C,기타
1200,장군04,명,B,기타
5660,장기간,명,C,기타
5395,장기적,명,C,기타
3772,장난,명,C,기타
6879,장난감,명,B,기타
4152,장남03,명,B,기타
2722,장래,명,B,기타
6880,장례02,명,C,기타
9751,장례식,명,C,기타
3084,장르,명,C,기타
7605,장마01,명,B,기타
1284,장면04,명,C,기타
11360,장모01,명,C,기타
8906,장모님,명,C,기타
12818,장미05,명,A,기타
2842,장비07,명,C,기타
2220,장사01,명,B,기타
9319,장사꾼,명,C,기타
1325,장소05,명,A,기타
6128,장수01,명,C,기타
3370,장식05,명,C,기타
6671,장애인,명,C,기타
13715,장인02,명,C,기타
2779,장점02,명,B,기타
5537,장차02,부,C,기타
6129,장학금,명,B,기타
3655,잦다03,형,C,기타
4100,재능,명,C,기타
6130,재다02,동,C,기타
750,재료01,명,B,기타
1439,재미01,명,A,기타
5538,재미없다,형,A,기타
697,재미있다,형,A,기타
5804,재밌다,형,C,기타
3833,재빨리,부,C,기타
662,재산,명,B,자연 및 환경
4641,재생01,명,C,기타
9755,재수03,명,C,기타
10218,재우다01,동,C,기타
9757,재작년,명,B,기타
1873,재정05,명,C,기타
5396,재주01,명,C,기타
4230,재즈,명,C,기타
9758,재채기,명,B,기타
2030,재판06,명,C,기타
7606,재학02,명,C,기타
8527,재활용,명,C,기타
6672,재활용품,명,C,기타
6131,쟤,불,B,기타
56,저03,대,A,기타
460,저04,관,A,기타
7608,저04,대,A,기타
1833,저05,감,B,기타
4015,저거01,대,A,기타
4304,저것,대,A,기타
3201,저고리01,명,C,기타
52763,저곳,대,A,기타
1692,저기01,대,A,기타
7355,저기02,감,C,기타
634,저녁,명,A,시간 및 빈도
8910,저녁때,명,B,시간 및 빈도
6673,저러다,동,C,기타
3773,저런01,관,B,기타
9325,저런02,감,B,기타
,저렇게,불,B,기타
3085,저렇다,형,B,기타
6674,저리01,부,B,기타
4153,저마다,부,C,기타
7897,저번02,명,B,기타
8914,저울01,명,C,기타
5661,저자05,명,B,기타
3326,저절로,부,C,기타
1703,저지르다,동,C,기타
2031,저쪽,대,A,기타
4016,저축03,명,B,기타
5540,저편,대,C,기타
1245,저희01,대,B,기타
363,적03,의,B,기타
2665,적13,명,B,기타
2167,적극,명,B,기타
1279,적극적,명,B,기타
1334,적다01,동,A,기타
590,적다02,형,A,기타
2583,적당하다02,형,B,기타
2780,적당히,부,B,기타
4730,적성05,명,C,기타
1447,적어도,부,B,기타
8918,적어지다,동,B,기타
2877,적용,명,C,기타
2584,적용되다,동,C,기타
2454,적용하다,동,B,기타
6297,적응02,명,C,기타
4232,적응하다02,동,C,기타
1930,적절하다,형,C,기타
3835,적합하다,형,C,기타
3600,적히다,동,C,기타
712,전07,관,C,기타
534,전08,관,A,기타
115,전08,명,A,기타
2535,전개02,명,C,기타
2723,전개되다,동,C,기타
3371,전개하다02,동,C,기타
3495,전공05,명,B,기타
4936,전공하다01,동,C,기타
9762,전구10,명,C,기타
709,전국03,명,B,기타
4154,전국적,명,C,기타
2878,전기09,명,C,기타
7610,전기12,명,C,기타
1834,전기15,명,B,기타
6884,전기밥솥,명,B,기타
3372,전날,명,B,기타
4459,전달03,명,C,기타
3712,전달되다,동,C,기타
2424,전달하다02,동,B,기타
,전라도,고,B,기타
1500,전망03,명,C,기타
4731,전망하다02,동,C,기타
1015,전문08,명,B,기타
1379,전문가,명,B,기타
5805,전문적,명,C,기타
9765,전문점,명,C,기타
7358,전문직,명,C,기타
4155,전반03,명,C,기타
3373,전반적,명,C,기타
3202,전부05,명,B,기타
3713,전부05,부,B,기타
5662,전선10,명,C,기타
5399,전설04,명,C,기타
7110,전세07,명,C,기타
5140,전시04,명,C,기타
10226,전시되다,동,C,기타
7900,전시장,명,C,장소
7612,전시하다01,동,C,기타
4460,전시회,명,C,기타
3774,전용04,명,C,기타
2293,전자06,명,B,기타
533,전쟁,명,B,기타
,전주,고,C,기타
4643,전철04,명,B,기타
329,전체01,명,B,기타
2393,전체적,명,B,기타
881,전통06,명,B,기타
9767,전통문화,명,C,감정 및 상태
2455,전통적,명,B,기타
797,전하다,동,B,기타
2294,전해지다,동,B,기타
496,전혀01,부,B,기타
375,전화07,명,A,감정 및 상태
7360,전화기,명,B,감정 및 상태
3836,전화번호,명,A,감정 및 상태
4461,전화하다02,동,A,감정 및 상태
2295,전환03,명,C,기타
4462,전환하다02,동,C,기타
4938,전후01,명,C,기타
2510,절01,명,B,기타
3327,절02,명,B,기타
5401,절08,명,C,기타
3434,절대05,부,B,기타
4233,절대05,명,C,기타
2477,절대로,부,B,기타
3248,절대적,명,C,기타
3656,절망02,명,C,기타
2394,절반,명,B,기타
7904,절약,명,C,기타
6676,절약하다,동,B,기타
1430,절차02,명,C,기타
528,젊다,형,B,기타
1255,젊은이,명,B,기타
5808,젊음,명,C,기타
1577,점10,의,B,기타
109,점10,명,B,기타
5273,점검,명,C,기타
3602,점수06,명,B,기타
2256,점심,명,A,시간 및 빈도
9328,점심때,명,B,시간 및 빈도
6132,점심시간,명,A,시간 및 빈도
8536,점원01,명,B,기타
5809,점잖다,형,C,기타
1143,점점01,부,B,기타
1285,점차02,부,B,기타
1785,접근,명,C,기타
2395,접근하다,동,C,기타
3657,접다01,동,C,기타
4234,접시,명,B,기타
2536,접촉,명,C,기타
3086,접하다01,동,C,기타
4550,젓가락,명,A,기타
2559,젓다01,동,B,기타
2269,정20,명,B,기타
9769,정거장,명,B,기타
3497,정기07,명,C,기타
7616,정기적,명,C,기타
7906,정답,명,B,기타
1422,정당07,명,C,기타
86,정도11,명,B,기타
5966,정류장,명,A,기타
2323,정리09,명,B,기타
6302,정리되다,동,C,기타
1212,정리하다,동,B,기타
349,정말01,부,A,기타
5275,정말01,감,B,기타
3129,정말01,명,B,기타
2425,정말로,부,B,기타
2906,정면01,명,C,기타
4305,정문03,명,B,기타
6677,정반대,명,C,기타
435,정보06,명,B,기타
3886,정보화,명,C,감정 및 상태
136,정부08,명,C,기타
3328,정비05,명,C,기타
4939,정상02,명,C,기타
1931,정상11,명,B,기타
4940,정상적,명,C,기타
3087,정성11,명,C,기타
2609,정식01,명,B,기타
319,정신12,명,B,기타
5547,정신과,명,C,기타
5968,정신없이,부,C,기타
2270,정신적,명,B,기타
7907,정오01,명,C,기타
5276,정원06,명,B,기타
8205,정장04,명,C,기타
5666,정지06,명,C,기타
5969,정직하다01,형,C,기타
234,정치03,명,B,문화 및 사회
2560,정치권,명,C,문화 및 사회
2843,정치인,명,C,문화 및 사회
2844,정치적,명,B,문화 및 사회
4463,정치학,명,C,문화 및 사회
803,정하다03,동,B,기타
2939,정해지다,동,B,기타
1016,정확하다01,형,B,기타
2257,정확히01,부,B,기타
5403,젖,명,C,기타
1466,젖다01,동,B,기타
2809,제거하다,동,C,기타
4236,제공04,명,C,기타
1440,제공하다02,동,B,기타
36191,제과점,명,C,기타
619,제대로,부,B,기타
7909,제대하다,동,C,기타
5549,제도적,명,C,기타
1524,제목02,명,B,기타
3547,제발01,부,B,기타
3162,제법01,부,B,문화 및 사회
4017,제비02,명,C,기타
1932,제사07,명,C,기타
8539,제삿날,명,C,기타
4833,제시02,명,C,기타
3659,제시되다,동,C,기타
932,제시하다01,동,C,기타
4018,제안02,명,C,기타
4019,제안하다02,동,C,기타
3088,제약01,명,C,기타
4834,제외되다,동,C,기타
1467,제외하다,동,C,기타
3498,제의04,명,C,기타
5667,제의하다,동,C,기타
733,제일04,명,A,직업 및 활동
2032,제자01,명,C,기타
4160,제자리,명,C,기타
2221,제작02,명,C,기타
3249,제작하다02,동,C,기타
,제주도,고,A,기타
7366,제출02,명,C,기타
2976,제출하다02,동,B,기타
516,제품02,명,B,기타
2222,제한01,명,B,기타
3603,제한되다,동,C,기타
3436,제한하다,동,C,기타
1726,조13,의,C,기타
6303,조15,의,C,기타
6680,조15,명,C,기타
3049,조각01,명,C,기타
2907,조각05,명,B,기타
5812,조개01,명,C,기타
468,조건02,명,B,기타
5142,조그마하다,형,C,기타
2324,조그맣다,형,B,기타
738,조금01,부,A,기타
663,조금01,명,A,기타
1735,조금씩,부,B,기타
5277,조기05,명,C,기타
7116,조깅,명,C,기타
5406,조르다02,동,C,기타
5668,조명06,명,C,기타
1736,조미료,명,C,기타
336,조사30,명,B,기타
885,조사하다12,동,B,기타
1583,조상07,명,B,기타
,조선05,고,C,기타
2977,조심스럽다,형,B,기타
2666,조심하다02,동,B,기타
2610,조용하다01,형,A,기타
2047,조용히,부,B,기타
5551,조절02,명,C,기타
3837,조절하다02,동,C,기타
3838,조정09,명,C,기타
5971,조정하다06,동,C,기타
683,조직,명,C,기타
4835,조카,명,B,기타
5669,조화되다,동,C,감정 및 상태
5278,존경하다,동,C,기타
9778,존댓말,명,B,기타
510,존재,명,C,기타
798,존재하다,동,C,기타
3437,존중하다,동,C,기타
7913,졸다01,동,B,기타
10242,졸리다01,동,C,기타
2845,졸업,명,A,기타
6307,졸업생,명,B,기타
2145,졸업하다,동,A,기타
10243,졸음01,명,C,기타
90,좀02,부,A,기타
1754,좁다01,형,B,기타
8210,좁히다01,동,C,기타
1810,종09,명,B,기타
5279,종13,명,C,기타
921,종교,명,B,기타
7619,종교적,명,C,기타
,종로,고,B,기타
973,종류02,명,B,기타
5281,종소리,명,C,기타
2512,종업원,명,B,기타
1423,종이01,명,A,기타
10245,종이컵,명,B,기타
3499,종일01,명,B,직업 및 활동
3887,종종04,부,C,기타
1266,종합,명,B,기타
5052,종합하다,동,C,기타
45,좋다01,형,A,기타
8212,좋아,감,C,기타
3500,좋아지다,동,B,기타
438,좋아하다,동,A,기타
4464,좌석,명,B,기타
2748,좌우01,명,C,기타
1799,죄03,명,C,기타
2724,죄송하다,형,A,기타
3948,죄인,명,C,기타
2749,주03,관,C,기타
2585,주26,의,A,기타
2183,주26,명,A,기타
5552,주거02,명,C,기타
2698,주고받다,동,C,기타
7620,주관적,명,C,기타
4553,주년02,의,C,기타
23,주다01,보,A,기타
101,주다01,동,A,기타
641,주로01,부,B,기타
5973,주름01,명,C,기타
8546,주름살,명,C,기타
1933,주말02,명,A,기타
2348,주머니,명,B,기타
2699,주먹,명,B,기타
5816,주무시다,동,B,기타
10247,주문03,명,C,기타
4467,주문04,명,C,기타
5408,주문하다01,동,B,기타
507,주민,명,C,기타
3660,주방05,명,C,기타
654,주변04,명,B,기타
1765,주부03,명,B,기타
5409,주사13,명,B,기타
4836,주소01,명,A,기타
5553,주스,명,A,기타
1835,주식03,명,C,기타
1489,주어지다,동,C,기타
1058,주요01,명,B,기타
4380,주요하다,형,C,기타
743,주위02,명,B,기타
3330,주의07,명,C,기타
3949,주의하다01,동,C,기타
825,주인01,명,A,기타
1310,주인공,명,B,기타
9340,주일03,의,C,직업 및 활동
729,주장03,명,C,기타
503,주장하다01,동,B,기타
3016,주저앉다,동,C,기타
9783,주전자,명,C,기타
836,주제04,명,B,기타
14862,주차04,명,B,기타
5143,주차장,명,B,기타
19443,주차하다01,동,B,기타
1478,주택,명,B,기타
5144,주한02,명,C,기타
8218,죽03,부,C,기타
4381,죽07,명,B,기타
231,죽다01,동,A,기타
6308,죽다01,보,B,기타
985,죽음01,명,B,기타
1215,죽이다01,동,B,기타
1074,준비,명,A,기타
5554,준비되다,동,B,기타
3950,준비물,명,B,기타
